지역,세부지역,좌표,년,월,"Total Monthly Precipitation
 (in millimeters)(강수량)","Mean Daily Air Temperature
 (in deg Celsius) 
평균 일일 공기 온도(도)","Mean Daily Minimum Air Temperature
 (in deg Celsius) 
 일일최소 온도(도)","Mean Daily Maximum Air Temperature
 (in deg Celsius)  
일일최대 온도(도)",Regosol,Cambisol,Fluvisol,Arenosols,Solonchak,Rendzina,Podzols,Lithosols,Gleysols,Phaeozems,Ferralsols,Luvisol,Histosols,Acrisols,Andosols,Outcrops,과일
미국,Hawaii2,"19.55, -155.88",2009,11,39.7,26.1,22.9,29.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2010,11,14.0,25.3,21.6,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2011,11,22.7,26.0,22.9,29.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2012,11,5.7,24.3,20.7,27.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2013,11,49.6,24.9,21.2,28.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2014,11,36.6,25.7,22.4,28.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2015,11,105.9,26.8,23.9,29.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2016,11,18.6,25.2,21.9,28.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2007,12,78.4,24.2,21.7,26.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2008,12,192.8,24.0,21.2,26.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2009,12,19.2,23.4,19.3,27.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2010,12,298.0,23.7,20.6,26.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2011,12,28.0,24.7,21.3,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2012,12,0.3,24.0,20.7,27.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2013,12,92.6,24.2,20.5,27.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2014,12,27.3,23.4,19.7,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2015,12,7.0,25.5,22.3,28.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
미국,Hawaii2,"19.55, -155.88",2016,12,22.3,23.6,20.4,26.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,패션후르츠
독일,STUTTGART,"48.783255, 9.139794",2007,1,45.2,4.8,1.4,7.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139795",2008,1,39.2,3.5,-0.8,7.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139796",2009,1,21.2,-2.3,-6.0,1.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139797",2010,1,32.9,-2.1,-4.9,0.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139798",2011,1,34.9,1.2,-1.8,3.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139799",2012,1,59.3,2.5,-0.4,5.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139800",2013,1,19.6,1.3,-1.1,3.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139801",2014,1,43.9,3.4,-0.1,6.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139802",2015,1,64.7,2.6,-0.3,5.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139803",2016,1,59.9,2.6,-0.9,6.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139804",2007,2,66.0,4.9,0.9,9.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139805",2008,2,18.6,4.0,-1.7,9.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139806",2009,2,34.1,0.7,-2.7,4.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139807",2010,2,30.0,1.2,-1.9,4.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139808",2011,2,8.2,2.5,-1.1,6.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139809",2012,2,8.7,-2.4,-5.9,1.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139810",2013,2,54.0,-0.7,-3.3,1.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139811",2014,2,37.2,4.6,0.1,8.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139812",2015,2,15.1,0.3,-3.3,4.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139813",2016,2,50.0,4.4,1.3,7.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139814",2007,3,63.4,6.0,1.2,10.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139815",2008,3,50.1,5.1,0.8,8.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139816",2009,3,65.5,4.7,0.7,8.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139817",2010,3,29.4,4.8,0.2,9.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139818",2011,3,22.3,6.6,0.8,12.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139819",2012,3,10.9,8.1,2.3,13.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139820",2013,3,28.0,2.2,-1.8,6.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139821",2014,3,9.5,7.9,1.5,14.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139822",2015,3,22.4,6.2,0.5,11.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139823",2016,3,37.1,4.7,0.9,9.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139824",2007,4,0.4,13.2,5.5,20.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139825",2008,4,73.3,8.4,4.1,13.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139826",2009,4,35.3,12.2,6.0,18.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139827",2010,4,8.6,10.0,3.5,15.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139828",2011,4,32.7,12.5,5.5,18.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139829",2012,4,53.8,9.2,3.8,14.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139830",2013,4,53.7,9.3,5.2,13.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139831",2014,4,36.3,11.6,6.1,16.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139832",2015,4,27.7,9.9,3.2,15.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139833",2016,4,55.1,8.9,4.2,13.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139834",2007,5,127.3,15.2,9.6,20.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139835",2008,5,85.3,15.6,9.8,21.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139836",2009,5,128.5,15.2,9.4,21.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139837",2010,5,87.1,11.6,7.9,15.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139838",2011,5,39.1,15.1,8.1,21.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139839",2012,5,36.5,15.4,9.2,21.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139840",2013,5,132.7,11.6,7.3,15.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139841",2014,5,49.0,13.2,7.9,18.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139842",2015,5,67.1,14.1,8.5,19.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139843",2016,5,84.5,13.6,8.5,18.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139844",2007,6,163.7,17.9,12.9,23.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139845",2008,6,126.2,17.9,13.1,23.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139846",2009,6,93.3,16.5,11.2,21.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139847",2010,6,55.0,17.5,12.1,22.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139848",2011,6,83.1,17.5,12.5,22.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139849",2012,6,104.5,17.5,12.0,22.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139850",2013,6,65.5,16.7,11.5,21.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139851",2014,6,44.8,17.9,11.4,23.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139852",2015,6,80.6,17.7,12.3,22.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139853",2016,6,101.1,17.4,12.8,22.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139854",2007,7,77.6,18.2,13.1,23.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139855",2008,7,69.0,18.6,13.2,24.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139856",2009,7,126.0,18.8,13.6,24.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139857",2010,7,96.9,20.8,14.8,26.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139858",2011,7,117.5,16.8,11.9,21.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139859",2012,7,67.8,18.5,13.7,23.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139860",2013,7,78.0,20.9,14.7,26.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139861",2014,7,179.0,19.4,14.4,24.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139862",2015,7,29.3,22.0,15.2,27.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139863",2016,7,44.9,20.0,14.3,25.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139864",2007,8,49.6,17.6,12.6,22.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139865",2008,8,82.9,17.9,12.7,23.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139866",2009,8,73.1,19.6,13.6,25.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139867",2010,8,82.1,17.5,12.8,21.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139868",2011,8,57.5,19.4,13.8,25.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139869",2012,8,56.3,20.3,14.1,26.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139870",2013,8,58.9,18.6,13.0,24.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139871",2014,8,107.3,16.6,12.3,21.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139872",2015,8,39.7,21.1,15.0,27.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139873",2016,8,46.8,19.4,13.2,25.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139874",2007,9,45.0,12.8,7.6,18.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139875",2008,9,46.5,12.6,8.0,17.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139876",2009,9,16.1,15.5,10.2,20.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139877",2010,9,50.6,12.9,7.6,17.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139878",2011,9,25.5,16.6,10.9,22.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139879",2012,9,47.5,14.7,8.8,20.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139880",2013,9,52.3,14.5,10.3,19.1,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139881",2014,9,45.3,15.3,11.0,20.0,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139882",2015,9,20.6,13.8,8.9,18.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139883",2016,9,31.7,17.4,11.6,23.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139884",2007,10,10.1,9.0,4.4,13.9,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139885",2008,10,85.8,9.5,5.0,14.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139886",2009,10,55.1,9.0,4.6,13.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139887",2010,10,24.8,8.3,3.6,13.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139888",2011,10,44.4,9.8,4.6,15.6,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139889",2012,10,51.5,9.4,4.7,14.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139890",2013,10,67.3,11.1,7.0,15.8,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139891",2014,10,51.6,12.3,8.0,17.4,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139892",2015,10,19.1,9.2,5.2,13.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139893",2016,10,53.1,9.0,5.0,13.3,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139894",2007,11,74.4,3.4,0.4,6.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139895",2008,11,24.1,4.8,1.1,8.7,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139896",2009,11,65.3,7.0,2.9,11.2,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
독일,STUTTGART,"48.783255, 9.139897",2010,11,62.3,5.5,2.4,8.5,0.00,0.50,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,콜라비
